add_link,title,add_date,views,location,price,add_id,user_name,user_type,reported_1,reported_2,reported_3,deleted,java,python,c++,c,matlab,kotlin,javascript,sql,informatik
/s-anzeige/nachhilfe-javascript-grundlagen-online/2544550305-268-8980,Nachhilfe JavaScript Grundlagen Online,2023-09-13,,72250 Baden-Württemberg - Freudenstadt,10,2544550305,Dudra,Gewerblicher Nutzer,False,False,False,False,True,False,False,True,False,False,True,False,False
/s-anzeige/biete-nachhilfe-in-mathe-physik-technische-faecher-informatik/2551489354-268-9241,"Biete Nachhilfe in Mathe, Physik, technische Fächer, Informatik",2023-09-21,,74074 Baden-Württemberg - Heilbronn,18,2551489354,Labeed,Privater Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,True
/s-anzeige/dipl-ing-nachhilfe-mathe-deutsch-englisch-latein-informatik-/2356010626-268-20323,Dipl.-Ing. Nachhilfe Mathe Deutsch Englisch Latein Informatik ...,2023-09-25,,70376 Stuttgart - Bad Cannstatt,25,2356010626,Thomas Beck,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,True
/s-anzeige/programmieren-nachhilfe-java-html-javascript-css-react-etc-/2549022783-268-3520,"Programmieren Nachhilfe Java, HTML, JavaScript, CSS, React etc.",2023-09-18,,10117 Berlin - Mitte,5,2549022783,Patrick,Gewerblicher Nutzer,False,False,False,False,True,False,False,True,False,False,True,False,False
/s-anzeige/nachhilfe-informatik-klasse-9-gymnasium/2552497478-268-1729,Nachhilfe Informatik Klasse 9 Gymnasium,2023-09-22,,52159 Nordrhein-Westfalen - Roetgen,VB,2552497478,Fam.Vie,Privater Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,True
/s-anzeige/informatik-nachhilfe-programmieren-java-c-sql-html-uvm-/2540659050-268-6443,"Informatik Nachhilfe [Programmieren, Java, C++, SQL, HTML, uvm]",2023-09-08,,80331 München - Altstadt-Lehel,50,2540659050,Nachhilfe Pädagogisch Gelehrt,Gewerblicher Nutzer,False,False,False,False,True,False,True,True,False,False,False,True,True
/s-anzeige/nachhilfe-tutor-mathematik-physik-informatik-/2553519481-268-4262,"Nachhilfe / Tutor (Mathematik, Physik, Informatik)",2023-09-23,,04299 Leipzig - Südost,25,2553519481,Nikolai Kapralov,Privater Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,True
/s-anzeige/nachhilfe-mathematik-physik-matlab/2546960303-268-6443,"Nachhilfe Mathematik, Physik, MATLAB",2023-09-16,,80331 München - Altstadt-Lehel,25,2546960303,Georg,Privater Nutzer,False,False,False,False,False,False,False,True,True,False,False,False,False
/s-anzeige/zweitspracherwerb-deutsch-a2-c2-deutsch-nachhilfe-auch-skypen-/2538806022-271-9283,Zweitspracherwerb Deutsch A2-C2 - Deutsch Nachhilfe-auch skypen -,2023-09-05,,70173 Stuttgart - Stuttgart-Mitte,15,2538806022,Christine,Privater Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,False
/s-anzeige/nachhilfe-matlab-simulink/2534158180-268-3753,Nachhilfe MatLab/Simulink,2023-08-31,,99099 Thüringen - Erfurt,25,2534158180,Alain,Privater Nutzer,False,False,False,False,False,False,False,True,True,False,False,False,False
/s-anzeige/regelungstechnik-systemtheorie-matlab-winfact-simulink-robotik/1184321886-268-7982,Regelungstechnik Systemtheorie MATLAB Winfact Simulink Robotik,2019-08-15,,68163 Baden-Württemberg - Mannheim,15,1184321886,Eduard,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,True,False,False,False,False
/s-anzeige/java-nachhilfe/2556715719-268-7659,Java Nachhilfe,2023-09-27,,93047 Bayern - Regensburg,10,2556715719,Stive,Gewerblicher Nutzer,False,False,False,False,True,False,False,True,False,False,False,False,False
/s-anzeige/hilfe-hausarbeit-statistik-psychologie-bwl-rstudio-python/2147706994-268-1401,Hilfe Hausarbeit Statistik Psychologie BWL RStudio Python,2023-09-26,,40699 Nordrhein-Westfalen - Erkrath,VB,2147706994,,Gewerblicher Nutzer,False,False,False,False,False,True,False,True,False,False,False,False,False
/s-anzeige/programmier-nachhilfe-fuer-python-java-matlab-und-simulink-/2542273978-268-1923,"Programmier-Nachhilfe für Python, Java, Matlab, und Simulink!",2023-09-10,,52066 Aachen - Aachen-Mitte,40,2542273978,Apostolos V.,Gewerblicher Nutzer,False,False,False,False,True,True,False,True,True,False,False,False,False
/s-anzeige/tutor-in-mathe-physik-und-informatik-fuer-uni-fh-hochschule-online/2243556315-268-6350,"Tutor in Mathe,Physik und Informatik für Uni/FH/Hochschule online",2023-09-11,,82194 Bayern - Gröbenzell,28,2243556315,,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,True
/s-anzeige/online-nachhilfe-in-c/2550929311-268-9137,Online Nachhilfe in C,2023-09-20,,74592 Baden-Württemberg - Kirchberg an der Jagst,20,2550929311,Stefan Zott,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,False
/s-anzeige/konstruktionslehre-fem-informatik-kinetik-dynamik-nachhilfe/2551477189-268-3178,"Konstruktionslehre, FEM, Informatik, Kinetik/Dynamik Nachhilfe",2023-09-21,,30419 Hannover - Herrenhausen-Stöcken,VB,2551477189,Unterricht,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,True
/s-anzeige/auswertungen-fuer-ba-ma-etc-thesis-in-r-spss-oder-python-/2542284763-268-8464,"Auswertungen für BA, MA, etc. Thesis in R, SPSS oder Python.",2023-09-24,,73230 Baden-Württemberg - Kirchheim unter Teck,VB,2542284763,Dr. Marcus Brändle,Gewerblicher Nutzer,False,False,False,False,False,True,False,True,False,False,False,False,False
/s-anzeige/c-programmieren/2551019602-268-7659,C Programmieren,2023-09-21,,93047 Bayern - Regensburg,20,2551019602,Stive,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,False
/s-anzeige/informatik-nachhilfe-programmieren-java-c-sql-html-uvm-/2550399541-268-4258,"Informatik Nachhilfe // Programmieren, Java, C++, SQL, HTML uvm.",2023-09-20,,04109 Leipzig - Mitte,50,2550399541,Nachhilfe Pädagogisch Gelehrt,Gewerblicher Nutzer,False,False,False,False,True,False,True,True,False,False,False,True,True
/s-anzeige/informatik-student-sucht-job-als-nachhilfe/2551070364-107-1303,Informatik Student sucht Job als Nachhilfe,2023-09-21,,48336 Nordrhein-Westfalen - Sassenberg,,2551070364,M.B.,Privater Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,True
/s-anzeige/programmieren-nachhilfe-java-c-c-python/2544812404-168-298,programmieren Nachhilfe Java/C/C++/python,2023-09-13,,66450 Saarland - Bexbach,15,2544812404,Tan,Privater Nutzer,False,False,False,False,True,True,True,True,False,False,False,False,False
/s-anzeige/informatik-nachhilfe-fuer-15-volle-stunde/2554686989-268-18545,Informatik Nachhilfe für 15€/volle Stunde,2023-09-25,,57518 Rheinland-Pfalz - Betzdorf,15,2554686989,Martin,Privater Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,True
/s-anzeige/online-nachhilfe-java-c-c-python-sql/2552119531-268-4584,Online Nachhilfe Java/C/C++/Python/SQL,2023-09-22,,37242 Hessen - Bad Sooden-Allendorf,15,2552119531,Tan,Gewerblicher Nutzer,False,False,False,False,True,True,True,True,False,False,False,True,False
/s-anzeige/informatik-programmier-mathe-nachhilfe-fuer-studenten-schueler/1664388367-268-6441,"Informatik, Programmier & Mathe Nachhilfe für Studenten & Schüler",2023-09-23,,80333 München - Maxvorstadt,35,1664388367,Christopher Bell,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,True
/s-anzeige/nachhilfe-matlab-simulink/2129923288-268-1130,Nachhilfe - Matlab / Simulink,2023-08-01,,47475 Nordrhein-Westfalen - Kamp-Lintfort,25,2129923288,Hüdaver Kalma,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,True,False,False,False,False
/s-anzeige/unterstuetzung-informatik-programmierung/2556143525-268-1062,Unterstützung Informatik/Programmierung,2023-09-26,,33611 Bielefeld - Schildesche,40,2556143525,Viktoria,Privater Nutzer,False,False,False,False,False,False,False,False,False,False,False,False,True
/s-anzeige/c-programmieren-nachhilfe/2547180914-268-3163,C Programmieren Nachhilfe,2023-09-16,,30159 Hannover - Mitte,1,2547180914,Stive,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,False
/s-anzeige/nachhilfe-programmierung-java-javascript-c-c-/2556142942-268-1285,"Nachhilfe Programmierung - Java, JavaScript, C#, C++",2023-09-26,,46049 Nordrhein-Westfalen - Oberhausen,40,2556142942,Viktoria,Privater Nutzer,False,False,False,False,True,False,True,True,False,False,True,False,False
/s-anzeige/nachhilfe-java-kotlin-android-app-programmierung/2547351194-298-3358,Nachhilfe Java/Kotlin & Android-App-Programmierung,2023-09-16,,13055 Berlin - Hohenschönhausen,20,2547351194,Erdene-Ochir Purevdorj,Privater Nutzer,False,False,False,False,True,False,False,True,False,True,False,False,False
/s-anzeige/deutschunterricht-nachhilfe-abitur-sprachkurs-a1-a2-b1-b2-c1-c2/1924013292-271-7614,Deutschunterricht Nachhilfe Abitur - Sprachkurs A1 A2 B1 B2 C1 C2,2023-09-27,,85053 Bayern - Ingolstadt,VB,1924013292,,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,False
/s-anzeige/nachhilfe-html-css-javascript-fuer-websiten-und-homepages/2464533656-268-6350,"Nachhilfe Html,CSS,JavaScript für Websiten und Homepages",2023-09-10,,82194 Bayern - Gröbenzell,28,2464533656,,Gewerblicher Nutzer,False,False,False,False,True,False,False,True,False,False,True,False,False
/s-anzeige/online-nachhilfe-c-/2550930235-268-9137,Online Nachhilfe C++,2023-09-20,,74592 Baden-Württemberg - Kirchberg an der Jagst,20,2550930235,Stefan Zott,Gewerblicher Nutzer,False,False,False,False,False,False,True,True,False,False,False,False,False
/s-anzeige/englisch-sehr-intensiv-a1-c1-skype-oder-bei-mir-privat/2554827034-268-6459,"ENGLISCH – sehr intensiv,  A1 - C1,  Skype oder bei mir privat",2023-09-25,,80798 München - Schwabing-West,29,2554827034,Sawatzki Winfried,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,False
/s-anzeige/matlab-simulink-fem-c-java-python-tutoring-coaching-nachhilfe/2254419706-268-6457,Matlab Simulink FEM C++ Java Python Tutoring Coaching Nachhilfe,2023-09-22,,81679 München - Bogenhausen,50,2254419706,,Gewerblicher Nutzer,False,False,False,False,True,True,True,True,True,False,False,False,False
/s-anzeige/systemdynamik-regelungstechnik-matlab-simulink-nachhilfe/2449965500-268-9668,Systemdynamik - Regelungstechnik - Matlab/Simulink - Nachhilfe,2023-05-23,,10115 Berlin - Mitte,25,2449965500,Hüdaver Kalma,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,True,False,False,False,False
/s-anzeige/regelungstechnik-systemtheorie-msr-messtechnik-matlab-simatic/2102205994-268-983,Regelungstechnik Systemtheorie MSR Messtechnik MATLAB SIMATIC,2022-05-11,,50667 Innenstadt - Köln Altstadt,15,2102205994,Eduard,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,True,False,False,False,False
/s-anzeige/regelungstechnik-msr-matlab-winfact-steuerungstechnik/2102378552-268-9668,Regelungstechnik MSR MATLAB WINFACT Steuerungstechnik,2022-05-11,,10115 Berlin - Mitte,15,2102378552,Eduard,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,True,False,False,False,False
/s-anzeige/c-programmieren-nachhilfe/2551008279-268-1112,C programmieren Nachhilfe,2023-09-21,,44139 Dortmund - Innenstadt-West,VB,2551008279,Stive,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,False
/s-anzeige/statistik-hilfe-psychologie-bwl-vwl-abschlussarbeit-r-python/2199887794-268-1401,Statistik Hilfe Psychologie BWL VWL Abschlussarbeit R Python,2023-09-22,,40699 Nordrhein-Westfalen - Erkrath,VB,2199887794,,Gewerblicher Nutzer,False,False,False,False,False,True,False,True,False,False,False,False,False
/s-anzeige/nachhilfe-in-matlab-simulink-individuelle-unterstuetzung/2542297333-268-1923,"Nachhilfe in MATLAB, Simulink: Individuelle Unterstützung",2023-09-10,,52066 Aachen - Aachen-Mitte,40,2542297333,Apostolos V.,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,True,False,False,False,False
/s-anzeige/matlab-nachhilfe/2534079517-268-4318,Matlab Nachhilfe,2023-08-31,,60599 Süd - Sachsenhausen,VB,2534079517,Elias,Privater Nutzer,False,False,False,False,False,False,False,True,True,False,False,False,False
/s-anzeige/regression-vorhersage-rstudio-python-hilfe-hausarbeit-datenanalys/2339877097-268-1401,Regression Vorhersage RStudio Python Hilfe Hausarbeit Datenanalys,2023-09-22,,40699 Nordrhein-Westfalen - Erkrath,VB,2339877097,,Gewerblicher Nutzer,False,False,False,False,False,True,False,False,False,False,False,False,False
/s-anzeige/informatik-online-nachhilfe-fuer-studierende/2548745841-268-6450,Informatik Online Nachhilfe für Studierende,2023-09-18,,80939 München - Schwabing-Freimann,40,2548745841,Christian Faur,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,True
/s-anzeige/c-programmierprojekt/2538496106-268-3446,C-Programmierprojekt,2023-09-05,,10829 Berlin - Schöneberg,VB,2538496106,E. A.,Privater Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,False
/s-anzeige/nachhilfe-arduino-esp32-raspberry-c-/2537510046-270-1580,"Nachhilfe - Arduino, ESP32, Raspberry, C++",2023-09-04,,42119 Wuppertal - Elberfeld,20,2537510046,Rainer Plaetzer,Gewerblicher Nutzer,False,False,False,False,False,False,True,True,False,False,False,False,False
/s-anzeige/html-javascript-react-java-sql-mathe-nachhilfe/2528324766-268-3520,"HTML, Javascript, React, Java, SQL, Mathe Nachhilfe",2023-08-24,,10117 Berlin - Mitte,VB,2528324766,Danijel,Gewerblicher Nutzer,False,False,False,False,True,False,False,True,False,False,True,True,False
/s-anzeige/franzoesisch-einzel-unterricht-a1-c1-sehr-intensiv/2554830906-268-6459,"FRANZÖSISCH,  Einzel – Unterricht, A1 - C1.  Sehr Intensiv",2023-09-25,,80798 München - Schwabing-West,29,2554830906,Sawatzki Winfried,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,False
/s-anzeige/matlab-nachhilfe-zeitreihenanalyse/2546570118-268-4971,Matlab Nachhilfe Zeitreihenanalyse,2023-09-16,,56321 Rheinland-Pfalz - Rhens,VB,2546570118,Schüller,Privater Nutzer,False,False,False,False,False,False,False,True,True,False,False,False,False
/s-anzeige/analysis-linear-algebra-dm-ds-matlab-numerik/2555223740-268-3416,Analysis | Linear Algebra | DM | DS | Matlab | Numerik,2023-09-25,,12203 Berlin - Steglitz,VB,2555223740,H. A.,Privater Nutzer,False,False,False,False,False,False,False,False,True,False,False,False,False
/s-anzeige/mathematik-physik-informatik-nachhilfe/2553551853-268-3500,"Mathematik, Physik, Informatik Nachhilfe",2023-09-24,,10555 Mitte - Tiergarten,30,2553551853,Emile,Privater Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,True
/s-anzeige/arabisch-lesen-schreiben-und-sprechen-niveau-a1-bis-c1/2550539009-268-23774,"Arabisch : lesen, schreiben und sprechen Niveau A1 bis C1",2023-09-20,,53227 Beuel - Oberkassel,18,2550539009,Brahim,Privater Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,False
/s-anzeige/rt-matlab-simulink-regelungstechnik-nachhilfe/2449961864-268-6443,RT - Matlab / Simulink - Regelungstechnik - Nachhilfe,2023-05-23,,80331 München - Altstadt-Lehel,25,2449961864,Hüdaver Kalma,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,True,False,False,False,False
/s-anzeige/nachhilfe-hauptschule-realschule-gymnasium-informatik/2555517085-268-6588,Nachhilfe Hauptschule/Realschule/Gymnasium/Informatik,2023-09-25,,92318 Bayern - Neumarkt i.d.OPf.,15,2555517085,Fabian,Privater Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,True
/s-anzeige/nachhilfe-mathematik-physik-informatik-online-und-praesenz/2551011299-268-3687,"Nachhilfe Mathematik, Physik, Informatik Online und Präsenz",2023-09-21,,98693 Thüringen - Ilmenau,20,2551011299,Jakob Rinke,Privater Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,True
/s-anzeige/matlab-hilfe/2550582972-268-3343,Matlab Hilfe,2023-09-20,,10627 Berlin - Charlottenburg,15,2550582972,IH B,Privater Nutzer,False,False,False,False,False,False,False,False,True,False,False,False,False
/s-anzeige/c-programmieren-nachhilfe/2551013411-268-7659,C programmieren Nachhilfe,2023-09-21,,93047 Bayern - Regensburg,VB,2551013411,Stive,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,False
/s-anzeige/deutsch-fuer-auslaender-a1-c2-bei-mir-skype-in-ihrer-firma/2554819173-268-6459,"DEUTSCH für Ausländer A1 - C2,  bei mir// SKYPE // in Ihrer Firma",2023-09-25,,80798 München - Schwabing-West,29,2554819173,Sawatzki Winfried,Gewerblicher Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,False
/s-anzeige/analysis-linear-algebra-dm-ds-matlab-numerik/2524139689-268-3416,Analysis | Linear Algebra | DM | DS | Matlab | Numerik,2023-08-19,,12203 Berlin - Steglitz,VB,2524139689,H. A.,Privater Nutzer,False,False,False,False,False,False,False,False,True,False,False,False,False
/s-anzeige/nachhilfe-wirtschaftsinformatik-informatik-wg-dh-universitaet/2550784646-268-5173,"Nachhilfe Wirtschaftsinformatik Informatik, WG, DH, Universität",2023-09-20,,66976 Rheinland-Pfalz - Rodalben,25,2550784646,rotwildbiker10,Privater Nutzer,False,False,False,False,False,False,False,True,False,False,False,False,True
/s-anzeige/nachhilfe-in-programmierung-java-python-c-c-/2531435112-268-9592,"Nachhilfe in Programmierung Java, Python, C/C++",2023-09-24,,70499 Stuttgart - Weilimdorf,25,2531435112,David Diffo,Gewerblicher Nutzer,False,False,False,False,True,True,True,True,False,False,False,False,False
